SeatNo,SeatType,IsAvailable,DepartTime,FlightNo,ArrivalTime
10C,ECONOMY,true,2025-09-25 02:36:26,TG100,2025-09-25 04:36:26
10D,ECONOMY,true,2025-09-25 02:36:26,TG100,2025-09-25 04:36:26
10E,ECONOMY,true,2025-09-25 02:36:26,TG100,2025-09-25 04:36:26
10F,ECONOMY,true,2025-09-25 02:36:26,TG100,2025-09-25 04:36:26
1A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
1B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
1C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
1D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
1E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
1F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
2A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
2B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
2C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
2D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
2E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
2F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
3A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
3B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
3C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
3D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
3E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
3F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
4A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
4B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
4C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
4D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
4E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
4F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
5A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
5B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
5C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
5D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
5E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
5F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
6A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
6B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
6C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
6D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
6E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
6F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
7A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
7B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
7C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
7D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
7E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
7F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
8A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
8B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
8C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
8D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
8E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
8F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
9A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
9B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
9C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
9D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
9E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
9F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
10A,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
10B,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
10C,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
10D,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
10E,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
10F,ECONOMY,true,2025-09-29 23:40:37,TG101,2025-09-30 01:40:37
1A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
1B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
1C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
1D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
1E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
1F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
2A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
2B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
2C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
2D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
2E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
2F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
3A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
3B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
3C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
3D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
3E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
3F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
4A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
4B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
4C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
4D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
4E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
4F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
5A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
5B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
5C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
5D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
5E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
5F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
6A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
6B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
6C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
6D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
6E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
6F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
7A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
7B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
7C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
7D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
7E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
7F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
8A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
8B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
8C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
8D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
8E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
8F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
9A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
9B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
9C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
9D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
9E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
9F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
10A,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
10B,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
10C,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
10D,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
10E,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
10F,ECONOMY,true,2025-10-04 23:40:37,TG102,2025-10-05 01:40:37
1A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
1B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
1C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
1D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
1E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
1F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
2A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
2B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
2C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
2D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
2E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
2F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
3A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
3B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
3C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
3D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
3E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
3F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
4A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
4B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
4C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
4D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
4E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
4F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
5A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
5B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
5C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
5D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
5E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
5F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
6A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
6B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
6C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
6D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
6E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
6F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
7A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
7B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
7C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
7D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
7E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
7F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
8A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
8B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
8C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
8D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
8E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
8F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
9A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
9B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
9C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
9D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
9E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
9F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
10A,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
10B,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
10C,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
10D,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
10E,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
10F,ECONOMY,true,2025-10-12 06:37:56,TG103,2025-10-12 08:37:56
1A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
1B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
1C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
1D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
1E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
1F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
2A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
2B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
2C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
2D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
2E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
2F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
3A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
3B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
3C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
3D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
3E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
3F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
4A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
4B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
4C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
4D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
4E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
4F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
5A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
5B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
5C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
5D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
5E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
5F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
6A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
6B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
6C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
6D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
6E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
6F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
7A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
7B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
7C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
7D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
7E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
7F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
8A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
8B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
8C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
8D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
8E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
8F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
9A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
9B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
9C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
9D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
9E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
9F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
10A,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
10B,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
10C,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
10D,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
10E,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
10F,ECONOMY,true,2025-10-17 06:37:56,TG104,2025-10-17 07:37:56
1A,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
1B,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
1C,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
1D,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
1E,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
1F,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
2A,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
2B,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
2C,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
2D,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
2E,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
2F,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
3A,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
3B,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
3C,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
3D,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
3E,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
3F,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
4A,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
4B,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
4C,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
4D,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
4E,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
4F,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
5A,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
5B,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
5C,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
5D,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
5E,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
5F,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
6A,ECONOMY,true,2025-09-23 18:18:38,TG105,2025-09-23 20:18:38
